district,grid,ucr_ncic_code,latitude,longitude
6,1053,1315,38.54066622,-121.4517155
1,303,5213,38.64674718,-121.5324558
4,1278,2404,38.50111994,-121.5139178
1,421,2404,38.62210853,-121.5191764
6,1402,1315,38.51995809,-121.4304905
6,1402,5404,38.51995809,-121.4304905
4,985,7000,38.52199137,-121.4990149
5,1502,7000,38.47764806,-121.4891676
2,628,2999,38.5985901,-121.4286169
2,551,2404,38.61188095,-121.4655275
3,716,7000,38.58215599,-121.4775255
3,879,2204,38.57294064,-121.4248243
2,611,2404,38.60590997,-121.4646484
3,845,2204,38.56519016,-121.4442104
4,1346,7000,38.50305262,-121.4827938
4,985,7000,38.52199137,-121.4990149
2,537,7000,38.62599581,-121.4316422
2,552,3532,38.6161187,-121.4504318
3,736,2204,38.57871645,-121.4802163
2,546,7000,38.62354293,-121.434294
5,1504,5400,38.47732859,-121.4803322
1,406,1210,38.62996703,-121.4784703
4,1276,2309,38.50634715,-121.5169435
1,106,2604,38.67745476,-121.5027381
2,537,7000,38.62541828,-121.433145
2,506,7000,38.63647046,-121.429178
1,336,5707,38.64420903,-121.5129034
3,717,7000,38.58088731,-121.4714654
2,537,7000,38.62541828,-121.433145
3,742,7000,38.58026647,-121.4979339
1,111,2605,38.66719342,-121.5277369
4,1356,7000,38.49850245,-121.4827604
2,546,7000,38.6183743,-121.4392211
6,1427,5400,38.51055822,-121.3905289
1,136,2399,38.66234122,-121.4951282
4,1274,2204,38.50635324,-121.5277277
5,1396,7000,38.48664963,-121.4769699
2,602,7000,38.60992783,-121.456513
3,851,7000,38.56587673,-121.4646165
1,416,2404,38.62363032,-121.4866655
1,424,2299,38.61890556,-121.5000769
6,1038,2204,38.5425445,-121.4284607
2,546,7000,38.62595817,-121.4290136
6,1011,2308,38.55234985,-121.4711067
3,825,7000,38.56913281,-121.4406785
6,1121,7000,38.54146972,-121.4254625
5,1604,7000,38.47427504,-121.4465943
6,1086,5400,38.52983357,-121.4448282
2,231,7000,38.64681802,-121.4650379
1,427,7000,38.61589986,-121.4902491
6,1132,1313,38.53876157,-121.416555
6,1132,5400,38.5395643,-121.4134753
6,1141,5400,38.52507559,-121.427517
1,301,7000,38.65550746,-121.5556894
3,746,2303,38.57715166,-121.4827568
2,563,2404,38.61341962,-121.4527905
2,537,7000,38.62541828,-121.433145
3,1106,2299,38.5545627,-121.3802811
4,1251,3699,38.51446243,-121.5298585
6,1134,7000,38.53630908,-121.4056953
2,546,7000,38.62529673,-121.4318753
3,785,7000,38.56382548,-121.491401
2,516,7000,38.63466859,-121.4301867
2,531,2404,38.62868558,-121.468398
5,1605,2204,38.47943831,-121.4376744
4,976,5400,38.52475578,-121.4919171
5,1367,2803,38.49407763,-121.4673944
5,1639,7000,38.46499591,-121.4174193
6,1001,1313,38.55766731,-121.471396
2,546,7000,38.62020172,-121.4366726
2,546,7000,38.6220841,-121.4341446
3,709,3532,38.59278496,-121.4841374
1,429,3599,38.61142717,-121.4719599
2,564,7000,38.61449687,-121.442601
2,563,3599,38.61112661,-121.4487064
1,404,7000,38.63020663,-121.4959999
3,879,5400,38.56853798,-121.4251955
3,742,1313,38.5791674,-121.4984069
6,1121,5311,38.54146972,-121.4254625
3,766,7000,38.5692795,-121.4890397
5,1384,7000,38.48934244,-121.4859396
2,531,7000,38.62218315,-121.4659998
2,522,2404,38.63024715,-121.4493987
3,717,7000,38.58388345,-121.4745497
4,1227,7000,38.52078633,-121.5119629
2,552,2404,38.6161168,-121.4529308
5,1396,1315,38.48199912,-121.4784328
3,1115,1299,38.5474759,-121.3980671
4,1272,7000,38.50298477,-121.5346969
3,742,7000,38.58184562,-121.5011657
4,1272,7000,38.50298477,-121.5346969
3,1115,2399,38.54818818,-121.3940644
5,1399,7000,38.48455742,-121.4656033
4,1205,5404,38.53317666,-121.5069385
2,509,7000,38.63862878,-121.3815598
3,898,7000,38.55804061,-121.3998489
5,1603,2310,38.48371518,-121.4516915
3,767,2307,38.57160034,-121.48052
5,1399,2605,38.48574227,-121.4611611
6,1042,3571,38.53952458,-121.4647617
4,912,3562,38.5601973,-121.5122704
2,512,7000,38.63410573,-121.455905
3,766,5400,38.57150442,-121.4836302
2,525,2404,38.62991663,-121.4394524
3,742,7000,38.58165678,-121.5032275
2,620,2404,38.59875634,-121.4211729
6,1013,1313,38.55155803,-121.4684935
6,1421,7000,38.51750189,-121.4409152
4,1354,2303,38.49689915,-121.4828349
2,509,7000,38.63862878,-121.3815598
3,715,5400,38.58573502,-121.4863575
2,606,7000,38.60781149,-121.4220758
2,512,7000,38.63472676,-121.4478727
5,1637,2204,38.46791937,-121.4226974
4,1275,2309,38.49590431,-121.5235515
5,1505,2299,38.47826995,-121.46994
2,546,7000,38.62354293,-121.434294
5,1369,3562,38.49311839,-121.4595052
2,239,7000,38.64518402,-121.4326726
5,1623,2404,38.46956131,-121.4332115
5,1637,2399,38.46025863,-121.4184079
2,563,7000,38.61112661,-121.4487064
2,546,7000,38.61936618,-121.4382088
2,619,2203,38.60027317,-121.4252477
2,233,7000,38.64404243,-121.4568936
2,525,5202,38.63153999,-121.4367266
6,1401,5400,38.51585289,-121.4383522
2,616,2404,38.6059953,-121.4284911
1,123,2203,38.66144962,-121.5292529
3,784,5400,38.56567077,-121.4983269
4,1284,2309,38.4894192,-121.5427895
5,1604,2299,38.47587955,-121.4410698
1,305,5400,38.64600077,-121.5132343
3,776,2506,38.56796664,-121.4852542
6,1086,2501,38.53046628,-121.4433516
2,545,7000,38.62496247,-121.4337087
6,1084,2299,38.52491808,-121.4522664
1,309,2399,38.64316291,-121.4745819
3,1106,7000,38.55863257,-121.3793225
2,619,2303,38.60027317,-121.4252477
6,1058,5401,38.53951607,-121.4352432
2,526,7000,38.63253662,-121.4260658
2,628,2399,38.5978936,-121.4238252
5,1603,7000,38.47429277,-121.4503108
1,145,2399,38.65941872,-121.5096441
5,1512,2204,38.47215453,-121.4912852
2,542,2309,38.61874708,-121.4569463
3,736,2299,38.57829626,-121.482654
5,1365,1299,38.49547672,-121.4718913
4,1265,2204,38.50990576,-121.5302484
1,123,2203,38.66123935,-121.5295379
6,1402,1315,38.52285617,-121.4335119
6,1086,5012,38.52983357,-121.4448282
2,606,2404,38.61041662,-121.4230206
4,1203,2204,38.52991087,-121.5224402
1,408,2203,38.62809515,-121.4756171
6,1052,7000,38.53760783,-121.4647446
6,1065,2404,38.53634384,-121.4407606
1,414,2404,38.62648616,-121.4966948
6,1084,2203,38.52501505,-121.4455298
3,728,7000,38.57732399,-121.4698616
3,746,2299,38.57493581,-121.483399
4,1326,7000,38.51213446,-121.4793485
5,1634,1315,38.45585205,-121.4301179
6,1015,4004,38.54677899,-121.4593645
4,1326,2404,38.51213446,-121.4793485
6,1086,7000,38.52709836,-121.4424934
2,532,7000,38.62863295,-121.4547111
2,232,1299,38.64479784,-121.4581238
6,1014,4004,38.54918489,-121.4665635
1,309,2303,38.64316291,-121.4745819
2,235,2399,38.64578755,-121.4381896
4,1205,7000,38.53408342,-121.507079
6,1071,7000,38.53166382,-121.4703231
3,1102,2404,38.55211647,-121.4049517
3,715,3532,38.58428687,-121.4855038
1,444,2501,38.61009514,-121.4927929
4,969,7000,38.52718667,-121.4712477
3,737,2999,38.57633652,-121.4785616
1,435,2399,38.61521091,-121.491563
2,552,3599,38.6161187,-121.4504318
2,515,7000,38.63358427,-121.4313716
6,1011,4004,38.55477924,-121.4715398
5,1606,5299,38.47421612,-121.42717
6,1445,7000,38.506135,-121.4140049
5,1369,1212,38.49311839,-121.4595052
4,1255,2404,38.51183814,-121.5187097
5,1365,2404,38.493179,-121.4708286
1,435,7000,38.6140791,-121.4920785
4,1255,2299,38.51297449,-121.5185972
6,1422,5401,38.51052171,-121.4274484
3,747,2203,38.57368379,-121.4791371
5,1391,7000,38.48131474,-121.5013123
6,1152,2404,38.52567,-121.4162355
6,1012,4004,38.55317349,-121.4698767
6,1084,2404,38.52935875,-121.4471706
2,541,2404,38.62024815,-121.4590874
2,606,2203,38.61054373,-121.4231806
6,1134,2399,38.53876024,-121.4065734
1,401,2404,38.62928795,-121.5064872
6,1001,4004,38.55612335,-121.4724356
1,435,1315,38.61536788,-121.4948028
6,1018,3562,38.55080199,-121.4392101
3,735,5400,38.58068906,-121.4903293
3,727,2204,38.57966847,-121.4745598
1,408,7000,38.62824591,-121.4767711
6,1424,1299,38.51084657,-121.4095907
5,1396,2404,38.48412546,-121.4762198
6,1004,7000,38.55619719,-121.4551842
5,1639,2399,38.46337225,-121.4161718
4,947,7000,38.53849952,-121.4907389
2,233,1313,38.64270234,-121.4562911
5,1391,7000,38.48126775,-121.505075
6,1014,7000,38.55078622,-121.4630967
5,1661,7000,38.43809806,-121.4292715
5,1661,7000,38.43809806,-121.4292715
2,564,3532,38.61112011,-121.4461937
2,512,2404,38.63472676,-121.4478727
4,1351,2204,38.49708379,-121.4973062
4,1203,2299,38.53345635,-121.5192421
4,1295,2299,38.47504537,-121.5314103
3,748,7000,38.57115555,-121.4696312
4,976,2999,38.52604112,-121.4863745
4,1295,2999,38.47501232,-121.5313861
2,613,2999,38.60286119,-121.4533125
1,447,7000,38.608676,-121.4799069
1,106,2308,38.6715134,-121.5055012
3,1102,2604,38.55123169,-121.4043052
2,553,3572,38.61655961,-121.4438554
5,1398,7000,38.48149132,-121.4724244
5,1603,5400,38.48230213,-121.4530858
2,236,7000,38.64493057,-121.4291487
3,716,7000,38.58215599,-121.4775255
4,1356,7000,38.49575914,-121.4827348
3,888,1313,38.55721356,-121.4104346
2,564,7000,38.61394284,-121.4438793
4,1351,1299,38.49605385,-121.5036133
2,545,3572,38.62612905,-121.441537
1,309,2299,38.64316291,-121.4745819
2,606,2404,38.60781149,-121.4220758
3,832,7000,38.57052225,-121.4521612
2,224,2404,38.64775726,-121.4423479
4,1256,2299,38.51272351,-121.5183333
6,1013,3532,38.55128541,-121.4671318
5,1399,7000,38.48472747,-121.4608299
6,1087,2299,38.53128662,-121.4364025
2,617,2206,38.60107058,-121.4199574
3,766,2204,38.56946478,-121.4862332
1,429,7000,38.6112148,-121.471755
3,782,2399,38.56845333,-121.5074956
3,765,7000,38.57143409,-121.492564
4,1263,5400,38.49788243,-121.5332347
4,1356,7000,38.50039411,-121.4808562
3,1116,2299,38.55056728,-121.3859386
2,523,2204,38.63046166,-121.4425742
2,505,2399,38.63763772,-121.4331423
1,345,5400,38.62776914,-121.5221311
2,222,2404,38.65012521,-121.4599427
3,899,2299,38.56442488,-121.3846687
6,1443,7000,38.50596801,-121.4222955
2,545,2204,38.62329722,-121.4385384
3,1102,2204,38.55108662,-121.4054638
1,136,2299,38.65956858,-121.5048486
2,215,5400,38.65831287,-121.438413
4,1286,2204,38.48782523,-121.5181204
2,628,5011,38.59971248,-121.4284714
1,303,7000,38.64302793,-121.5396858
1,443,7000,38.61266409,-121.4988152
1,435,7000,38.61344504,-121.4890137
2,568,2203,38.61283605,-121.423624
3,765,2604,38.57173197,-121.4903653
2,213,7000,38.65875599,-121.451819
5,1384,2999,38.48934244,-121.4859396
2,513,2404,38.63484756,-121.4438493
5,1399,2404,38.48160193,-121.4654193
2,215,7000,38.6569451,-121.4377865
3,742,7000,38.5791674,-121.4984069
6,1441,2204,38.50726336,-121.4321259
3,841,3599,38.57262977,-121.465972
3,734,7000,38.58285466,-121.4938681
5,1371,7000,38.48947366,-121.4951552
5,1506,2204,38.47317612,-121.468123
6,1061,2204,38.53514705,-121.471825
5,1391,2204,38.48292781,-121.4990513
3,856,7000,38.55451921,-121.4300538
2,563,2303,38.61483626,-121.4458043
3,706,5707,38.59124596,-121.4832354
2,567,7000,38.6111909,-121.4268781
3,734,7000,38.58104084,-121.4916456
3,706,7000,38.5906691,-121.481959
3,714,7000,38.587136,-121.4883415
2,515,7000,38.63475409,-121.4347477
4,1356,7000,38.49580633,-121.4737197
3,706,7000,38.5906691,-121.481959
3,732,7000,38.58243993,-121.5014414
1,412,1299,38.62610032,-121.4989028
6,1111,7000,38.54804158,-121.4256229
4,986,2299,38.52131791,-121.4982191
5,1637,2299,38.46753799,-121.4216597
4,907,2501,38.56037767,-121.4866729
1,447,1315,38.6101634,-121.4790946
3,732,7000,38.58314743,-121.4974099
4,1336,7000,38.50684258,-121.4829201
3,877,1313,38.57209021,-121.4102522
2,512,2204,38.63448929,-121.4522227
5,1623,2308,38.47295223,-121.4281268
3,1101,2203,38.54888945,-121.4107516
6,1019,7000,38.54672494,-121.4467668
6,1401,7000,38.52469057,-121.4442915
3,706,7000,38.59124596,-121.4832354
4,925,3562,38.5488551,-121.4908853
3,775,2399,38.56855432,-121.4908532
3,742,7000,38.58148094,-121.4981108
6,1023,7000,38.54850275,-121.4687016
3,766,2404,38.57087568,-121.4861182
2,510,7000,38.63980996,-121.4578571
3,715,7000,38.58612197,-121.48322
6,1036,7000,38.54665856,-121.4386867
5,1631,2404,38.46365645,-121.4363632
3,748,2404,38.57164676,-121.4701627
1,344,2404,38.62783484,-121.5234154
4,1262,2399,38.50963304,-121.5395917
4,925,7000,38.55199422,-121.4960208
4,1311,2506,38.51692224,-121.5002562
6,1051,7000,38.53863585,-121.4667542
6,1013,7000,38.55451604,-121.4674364
4,1276,7000,38.50812472,-121.5178296
3,754,2399,38.57686552,-121.4956981
2,563,7000,38.61460058,-121.4487811
4,957,5499,38.53514629,-121.4937694
3,726,7000,38.58138778,-121.483793
3,761,3562,38.57795857,-121.5078603
6,1412,3562,38.51690753,-121.4316473
2,628,7000,38.59657483,-121.4303406
2,563,3699,38.61377272,-121.4496554
6,1061,2308,38.53450711,-121.4681974
5,1501,2204,38.47566977,-121.5027455
4,956,2999,38.53361515,-121.4946473
5,1364,999,38.49502083,-121.4840434
3,735,7000,38.57917936,-121.4892102
3,888,2999,38.55719536,-121.4100955
3,734,2399,38.58176769,-121.4920847
5,1639,7000,38.46175837,-121.4179521
6,1152,7000,38.5262375,-121.4215197
3,742,2303,38.5797426,-121.4987072
6,1058,7000,38.53955897,-121.4311068
4,1201,7000,38.54718182,-121.5084361
3,746,7000,38.57372161,-121.4826732
6,1404,7000,38.51613758,-121.4111198
6,1143,7000,38.53015137,-121.4162304
3,715,3532,38.58615671,-121.4879497
6,1152,7000,38.52635817,-121.416569
6,1061,2299,38.53735699,-121.4687076
4,1279,7000,38.4971084,-121.510727
2,531,7000,38.6296408,-121.463553
6,1051,3562,38.53877351,-121.465047
6,1084,3532,38.52496323,-121.4438874
6,1142,7000,38.52943634,-121.422581
2,568,3699,38.61390001,-121.421127
4,1272,1313,38.50298477,-121.5346969
6,1153,7000,38.52835927,-121.4137141
6,1142,7000,38.52943634,-121.422581
6,1142,7000,38.52943634,-121.422581
5,1614,7000,38.47676441,-121.4561777
6,1132,7000,38.5322315,-121.4143431
4,1272,5399,38.50298477,-121.5346969
2,523,5400,38.62834524,-121.4461579
2,517,2399,38.63297991,-121.4169566
5,1365,2404,38.493322,-121.4732803
5,1391,2203,38.48285946,-121.5029365
3,742,2299,38.58184562,-121.5011657
6,1404,7000,38.51613758,-121.4111198
6,1132,7000,38.53315305,-121.419027
6,1153,7000,38.52745012,-121.4120437
6,1152,7000,38.52860039,-121.422343
6,1152,7000,38.5288747,-121.4211872
6,1142,7000,38.52962554,-121.4186887
4,902,2303,38.56124982,-121.511165
4,1279,3562,38.49641294,-121.5105536
6,1152,7000,38.52679481,-121.4198513
6,1121,7000,38.54146972,-121.4254625
6,1142,7000,38.53017083,-121.4173663
2,628,2303,38.59664183,-121.423349
1,144,7000,38.65847399,-121.5161468
4,908,7000,38.55542922,-121.4829107
4,1356,2404,38.49869042,-121.4793661
6,1153,7000,38.52758492,-121.4115532
5,1607,4099,38.47581524,-121.4196575
6,1142,7000,38.53057968,-121.4178524
4,969,7000,38.52718667,-121.4712477
5,1359,1299,38.49601155,-121.4592772
6,1152,7000,38.52792486,-121.422338
4,1269,2404,38.49372331,-121.5247086
6,1015,7000,38.54874242,-121.4576223
4,1296,2404,38.48658549,-121.5151766
6,1142,7000,38.53044268,-121.4173676
6,1071,7000,38.52997079,-121.4681928
6,1142,7000,38.53114288,-121.4211933
4,1356,7000,38.49742308,-121.47238
4,1306,5212,38.51554344,-121.4790195
6,1142,7000,38.53166844,-121.4170325
4,1285,2404,38.49180749,-121.5222477
2,545,7000,38.62489157,-121.440024
3,1126,5401,38.54439581,-121.3908868
6,1133,7000,38.53144221,-121.4108607
2,603,3599,38.61000927,-121.4470317
6,1133,7000,38.53144221,-121.4108607
6,1133,7000,38.53114234,-121.4107513
6,1153,7000,38.52676364,-121.4120459
2,606,2404,38.60918188,-121.4259738
6,1007,4004,38.54675579,-121.4538401
4,1287,2308,38.4955943,-121.5222888
6,1153,7000,38.52676364,-121.4120459
6,1142,7000,38.53043731,-121.4206712
6,1152,7000,38.5262375,-121.4215197
3,744,7000,38.57920289,-121.493943
3,715,3532,38.58464151,-121.4868341
4,1285,2204,38.491127,-121.5250368
4,1253,2299,38.51505369,-121.5227003
2,567,2404,38.6184743,-121.4210338
6,1132,7000,38.53223561,-121.4167866
6,1133,7000,38.53144221,-121.4108607
1,423,2404,38.61872505,-121.5053633
4,1265,2404,38.51382164,-121.5269234
4,1269,2204,38.49681243,-121.5307469
4,1295,2299,38.47616031,-121.5327897
6,1153,7000,38.52648208,-121.4112162
4,937,2999,38.54139021,-121.4752017
6,1153,7000,38.52917414,-121.4114177
2,236,7000,38.64413073,-121.4273239
2,236,7000,38.6437302,-121.426844
4,1247,2404,38.5182915,-121.5135563
2,603,3532,38.61000957,-121.4465208
6,1421,2404,38.51170141,-121.4435468
2,223,7000,38.6476726,-121.4569009
2,509,7000,38.63862878,-121.3815598
5,1603,5400,38.48435676,-121.4538072
4,1278,2404,38.49742726,-121.5108052
4,958,7000,38.53881527,-121.479014
4,1247,2299,38.51646465,-121.5146732
6,1401,2203,38.51626989,-121.4365804
5,1654,2999,38.44594829,-121.4253051
4,1286,2404,38.48621943,-121.5189173
6,1022,3599,38.54919426,-121.4709972
5,1393,7000,38.48460818,-121.4908472
1,419,2404,38.62203999,-121.4755356
3,851,2399,38.56713881,-121.4685593
1,128,2999,38.6697424,-121.5016816
5,1364,2305,38.49136508,-121.4869243
2,563,2999,38.61576515,-121.4471131
3,742,2799,38.5797426,-121.4987072
2,226,5212,38.64361887,-121.4199227
5,1607,4099,38.47581524,-121.4196575
2,235,7000,38.64444377,-121.4351575
5,1607,4004,38.47433721,-121.4189709
4,1262,5212,38.50912795,-121.5403218
5,1607,4099,38.47581524,-121.4196575
3,775,2299,38.56819418,-121.4895092
2,546,7000,38.62192663,-121.4322662
2,527,2999,38.6324535,-121.4248097
3,742,3562,38.57991197,-121.4966071
1,333,2204,38.64009771,-121.5327445
4,1255,2404,38.51522221,-121.5183094
3,744,2303,38.57900945,-121.489911
4,1336,7000,38.50921424,-121.4808935
3,748,2399,38.57341789,-121.4689637
1,444,2404,38.61211702,-121.4948783
6,1421,2404,38.51177748,-121.4416695
5,1502,2404,38.47713447,-121.4885251
1,123,2404,38.66417322,-121.5257956
5,1631,2404,38.46365037,-121.4384971
2,233,2299,38.64287128,-121.450194
6,1022,2399,38.5513666,-121.4686663
6,1022,5212,38.54883395,-121.4696677
2,623,2203,38.59714644,-121.4520581
2,558,5311,38.61992921,-121.4192999
1,447,7000,38.60907905,-121.4803834
2,564,7399,38.61138598,-121.4472415
2,237,2099,38.63982914,-121.4068418
4,1346,2404,38.50304742,-121.4791876
5,1618,2604,38.46715727,-121.4482596
4,907,5400,38.56018718,-121.4870624
6,1424,7000,38.51432608,-121.4096668
2,552,7000,38.61648144,-121.4516505
1,128,5007,38.6697424,-121.5016816
6,1411,2404,38.52393465,-121.388611
6,1404,2404,38.5217126,-121.4177744
6,1441,2308,38.50557133,-121.4331388
2,611,7000,38.60350711,-121.4646139
2,619,2604,38.60027317,-121.4252477
4,1281,2204,38.49192221,-121.551578
6,1064,4004,38.53517026,-121.4473982
2,552,2404,38.61783155,-121.4503031
2,611,3572,38.60218075,-121.4681757
5,1391,1099,38.48550389,-121.5010455
2,541,7000,38.61812954,-121.459947
6,1034,4004,38.54454919,-121.4575843
6,1018,2404,38.5470458,-121.4325052
6,1084,2203,38.52652786,-121.4443436
3,856,5401,38.55292689,-121.427895
2,237,5404,38.63822005,-121.4068481
5,1605,2404,38.48147413,-121.4362016
1,333,2404,38.63910642,-121.528
5,1654,2399,38.43799945,-121.4177615
1,344,7000,38.62973626,-121.5230491
3,872,5404,38.5741441,-121.431646
2,237,2404,38.63822005,-121.4068481
6,1004,7000,38.55952278,-121.4622826
5,1607,4004,38.47581524,-121.4196575
6,1441,2404,38.50795563,-121.4305094
2,509,7000,38.63862878,-121.3815598
2,509,7000,38.63862878,-121.3815598
2,613,3572,38.60108154,-121.456171
3,1117,2404,38.5494469,-121.40432
5,1637,2299,38.4681451,-121.4233592
4,957,7000,38.53626488,-121.4852801
1,113,2299,38.66689185,-121.5231576
6,1077,7000,38.53217607,-121.4386118
5,1624,5499,38.4706931,-121.4271773
4,965,2303,38.52733127,-121.4968975
2,552,2404,38.61514712,-121.4540197
2,564,3572,38.61294057,-121.4461725
5,1661,2305,38.44781576,-121.4421622
1,428,2299,38.61865064,-121.4808282
3,747,2299,38.57342085,-121.4768514
2,501,3572,38.63485301,-121.4660204
4,985,7000,38.52324663,-121.5048399
5,1607,4004,38.47581524,-121.4196575
4,965,1299,38.5286339,-121.4977727
3,765,2309,38.56987859,-121.4910186
5,1399,5400,38.48149327,-121.4644874
4,1279,2404,38.50096483,-121.5090513
4,976,1315,38.52472122,-121.497206
1,475,2299,38.61058202,-121.5334978
1,424,2604,38.62069319,-121.5013594
6,1405,2999,38.52335069,-121.4120984
3,785,2299,38.56644821,-121.48899
6,1421,2399,38.51133269,-121.4445317
2,514,7000,38.63437819,-121.4387627
6,1015,7000,38.55161009,-121.4572299
6,1403,2310,38.51926114,-121.4239425
6,1402,2308,38.52003,-121.4311541
1,304,2605,38.64998963,-121.5323364
5,1359,2506,38.49601155,-121.4592772
3,876,2604,38.56104193,-121.4143199
1,419,7000,38.6296517,-121.4755286
2,544,7000,38.62559095,-121.443841
1,333,2404,38.63411086,-121.5271508
1,434,2404,38.61308537,-121.4990818
3,847,7000,38.55443686,-121.4278339
5,1369,3562,38.49362212,-121.458006
6,1001,2404,38.5563198,-121.4703569
6,1441,1313,38.50661145,-121.4346997
1,444,2309,38.61013165,-121.4954943
6,1012,3570,38.55500397,-121.4714437
3,744,7000,38.57846394,-121.4957638
4,1257,2299,38.51023478,-121.5128703
3,898,5404,38.5554124,-121.4093934
3,847,2299,38.55394974,-121.425397
3,785,2404,38.56749245,-121.4960582
3,872,2299,38.58029802,-121.4277944
2,552,2803,38.6126813,-121.456947
1,478,2299,38.60938371,-121.5271363
1,405,2404,38.62974422,-121.4808279
3,871,2299,38.57826555,-121.4344047
3,724,2203,38.58419516,-121.4914727
5,1616,7000,38.47394034,-121.4594267
2,238,7000,38.64509274,-121.4203309
6,1132,2404,38.53290342,-121.4109325
4,1288,2203,38.49451616,-121.5126595
5,1653,2404,38.45006998,-121.4291863
3,1116,2204,38.55155646,-121.3896927
2,525,2404,38.62984389,-121.4397435
2,537,7000,38.6264498,-121.4301509
4,969,7000,38.52904451,-121.4727965
5,1621,2204,38.46833142,-121.4423059
2,507,7000,38.63908268,-121.4042501
4,958,7000,38.5393973,-121.4753422
4,969,7000,38.53159017,-121.4734384
3,746,7000,38.57372161,-121.4826732
4,967,7000,38.53069245,-121.4894103
4,937,7000,38.54106323,-121.47576
4,958,7000,38.5393973,-121.4753422
6,1062,7000,38.53391703,-121.4629125
2,556,2404,38.62009248,-121.426719
3,877,2204,38.56890331,-121.3982046
2,603,7000,38.60960014,-121.4470349
2,233,7000,38.64449478,-121.4503321
3,898,7000,38.5554124,-121.4093934
6,1403,7000,38.52454934,-121.4238404
4,937,7000,38.54482538,-121.4758058
1,116,1212,38.67245501,-121.5015961
5,1634,2999,38.45877009,-121.4316068
3,752,2404,38.57916319,-121.5006108
4,908,7000,38.55681883,-121.4744133
3,754,2307,38.5767314,-121.489532
3,754,2307,38.57637679,-121.4882018
3,754,2307,38.57712226,-121.4909914
2,563,7000,38.61158147,-121.4502358
6,1071,4808,38.53117884,-121.4699527
1,123,2404,38.66283184,-121.528827
6,1003,5400,38.5533905,-121.4621574
4,969,7000,38.52904451,-121.4727965
1,429,5401,38.61393325,-121.4717489
3,831,7000,38.57428724,-121.4645499
4,969,7000,38.53159017,-121.4734384
4,1297,2204,38.47586021,-121.5152564
6,1022,5400,38.55060706,-121.4689027
2,546,5401,38.62495215,-121.4260323
3,752,5400,38.57874706,-121.5015372
4,937,7000,38.54106323,-121.47576
1,145,2299,38.65735092,-121.5102676
3,1115,2404,38.5505294,-121.3933346
4,958,7000,38.53452891,-121.4741684
6,1422,7000,38.51286852,-121.4189929
4,958,7000,38.5399031,-121.4754644
6,1034,1212,38.54434873,-121.4564145
5,1614,5400,38.48093723,-121.4630104
5,1396,7000,38.48250578,-121.4787435
2,509,2299,38.64191365,-121.3745288
1,115,7000,38.6662188,-121.5158001
2,509,7000,38.63862878,-121.3815598
4,969,7000,38.52488785,-121.4717471
4,958,7000,38.53366299,-121.4739615
4,1285,2204,38.48794356,-121.5335826
5,1616,7000,38.47000751,-121.4563619
2,237,2303,38.64558877,-121.4146721
4,969,7000,38.52799984,-121.4725316
5,1359,2404,38.50316747,-121.465181
2,617,2204,38.6038294,-121.4219821
3,707,7000,38.59102702,-121.4778909
3,777,7000,38.56586845,-121.4821111
4,969,7000,38.52904451,-121.4727965
4,969,7000,38.52997919,-121.4730308
5,1606,2506,38.47431447,-121.4348784
4,1287,2506,38.49540836,-121.5231426
4,969,7000,38.52633116,-121.4727187
6,1421,1315,38.51181739,-121.4402677
5,1644,7000,38.44947376,-121.4414788
3,766,7000,38.57151899,-121.4862884
4,925,7000,38.55199422,-121.4960208
1,304,2605,38.64998963,-121.5323364
3,845,2999,38.56356872,-121.4388125
3,832,2399,38.57052225,-121.4521612
4,969,7000,38.52803387,-121.4733703
1,304,7000,38.65275137,-121.5335334
4,926,5212,38.55067586,-121.4946908
6,1064,2204,38.53140402,-121.4436379
4,969,7000,38.53092764,-121.473272
3,845,1313,38.56148913,-121.4403257
6,1003,2506,38.55337722,-121.4569611
4,958,7000,38.53366299,-121.4739615
4,969,7000,38.52803387,-121.4733703
2,558,2404,38.62055915,-121.4189763
6,1032,3562,38.544558,-121.4618254
3,778,2399,38.56388684,-121.4774355
6,1007,3532,38.54675579,-121.4538401
4,958,7000,38.5393973,-121.4753422
4,969,7000,38.52488785,-121.4717471
4,969,7000,38.52904451,-121.4727965
1,406,7000,38.63076504,-121.4800678
6,1443,2204,38.5069236,-121.4233955
4,907,1313,38.55982692,-121.4857011
1,444,1212,38.61256421,-121.4941577
4,1287,2399,38.49466185,-121.5212433
6,1001,5499,38.55868443,-121.4734483
6,1051,7000,38.53795521,-121.4650462
6,1121,3562,38.54146972,-121.4254625
3,861,7000,38.56285677,-121.4695145
6,1007,7000,38.54751665,-121.4509881
5,1367,1315,38.49407763,-121.4673944
4,1272,1315,38.50298477,-121.5346969
2,221,2404,38.65262086,-121.4699668
2,513,2404,38.63486114,-121.4449624
6,1034,3532,38.54454369,-121.4558291
4,958,2399,38.54049185,-121.4763166
6,1067,7000,38.5394462,-121.4355549
3,712,2299,38.58370044,-121.5008344
3,714,3599,38.58602101,-121.4883111
4,969,7000,38.53092764,-121.473272
4,969,7000,38.52559491,-121.4726437
1,416,2404,38.62290045,-121.4886519
6,1443,2204,38.50450574,-121.4181768
3,803,2204,38.58039221,-121.4425982
4,969,7000,38.52903959,-121.4705174
4,904,2604,38.56094454,-121.5039523
3,709,5400,38.59283398,-121.4809741
