zip,sq_ft,price,latitude,longitude
95660,1229,110000,38.669587,-121.379879
95832,1249,112500,38.480126,-121.487869
95832,1161,114800,38.479593,-121.48434
95823,1010,116000,38.465551,-121.42661
95820,1462,121500,38.528479,-121.411806
95828,1269,122000,38.47709,-121.410569
95820,1188,123675,38.532359,-121.41167
95838,1570,126854,38.631925,-121.427775
95817,1093,127059,38.546091,-121.457745
95828,962,128687,38.507339,-121.416267
95823,1089,129500,38.466388,-121.458861
95824,1127,130000,38.52049,-121.411383
95822,1309,131750,38.506382,-121.483574
95673,970,132000,38.695589,-121.444133
95823,1144,134000,38.462376,-121.426556
95670,1000,134000,38.593049,-121.30304
95843,1206,142000,38.706175,-121.379776
95825,1285,143012,38.603593,-121.417011
95828,1543,145846,38.477563,-121.384382
95691,884,147000,38.563084,-121.535579
95817,1019,148750,38.54117,-121.458129
95823,1392,150000,38.46654,-121.419029
95842,924,150454,38.672567,-121.356754
95823,1217,151087,38.46616,-121.448283
95843,1670,157296,38.725873,-121.35856
95832,1302,157500,38.473775,-121.493777
95823,1488,160000,38.502034,-121.456027
95660,1373,160000,38.685361,-121.376938
95621,1381,161250,38.717738,-121.308322
95823,1265,164000,38.462821,-121.433135
95818,881,165000,38.556178,-121.476256
95829,1608,165750,38.467012,-121.359969
95621,1344,166000,38.681554,-121.312934
95834,1202,169000,38.634292,-121.485106
95648,1104,170000,38.893168,-121.305398
95828,1859,170000,38.490606,-121.410173
95832,1232,170000,38.475853,-121.477039
95828,1638,170725,38.490822,-121.401643
95831,1177,171750,38.480859,-121.539745
95833,1582,172000,38.622794,-121.499173
95823,904,173056,38.502254,-121.451444
95758,1340,174000,38.433919,-121.422347
95833,1204,174250,38.62457,-121.486913
95624,1477,176850,38.44574,-121.3725
95823,1497,179500,38.45073,-121.427528
95628,960,185000,38.667254,-121.240708
95834,1428,188700,38.634335,-121.486098
95820,1039,189000,38.530144,-121.43749
95628,1529,189000,38.66745,-121.2364
95621,1892,189836,38.699714,-121.311635
95838,1887,190000,38.649258,-121.465308
95662,1294,191250,38.687006,-121.254319
95832,1638,191675,38.477568,-121.492574
95823,1677,195500,38.46734,-121.419843
95621,1073,198000,38.700717,-121.3133
95838,1231,200000,38.651386,-121.45042
95758,1175,200000,38.42442,-121.440357
95624,1416,200000,38.452075,-121.366461
95835,1358,201528,38.68197,-121.500025
95624,1609,204750,38.438818,-121.37443
95842,1968,205000,38.68607,-121.342369
95818,1089,205000,38.555781,-121.485331
95608,1296,205900,38.623372,-121.347665
95758,1189,207000,38.424421,-121.443915
95815,795,207973,38.612694,-121.456669
95747,1371,208250,38.737882,-121.308142
95660,1310,208318,38.694279,-121.373395
95632,1262,209347,38.259708,-121.311616
95624,1740,211500,38.444,-121.370993
95843,1517,212000,38.722959,-121.347115
95828,1450,213000,38.467836,-121.410366
95624,1416,216000,38.451398,-121.366614
95828,888,216021,38.508217,-121.411207
95610,1882,219000,38.715423,-121.246743
95757,1302,219794,38.390893,-121.437821
95758,1418,220000,38.424497,-121.426595
95608,1319,220000,38.665104,-121.315901
95632,1770,220000,38.289544,-121.284607
95842,1627,223000,38.69674,-121.350519
95821,1040,224000,38.629468,-121.376445
95660,960,224252,38.70355,-121.375103
95662,1456,225000,38.703056,-121.235221
95757,1450,228000,38.389756,-121.446246
95648,1358,229027,38.897814,-121.324691
95823,1329,229500,38.467936,-121.445477
95823,1715,230000,38.445342,-121.441504
95758,1262,230000,38.417382,-121.484325
95829,2280,232425,38.457679,-121.35962
95823,1477,234000,38.499893,-121.45889
95610,1216,235000,38.708824,-121.256803
95758,1685,235301,38.417,-121.397424
95762,1362,235738,38.655245,-121.075915
